meeting_id,turns_in_transcript,transcript_duration_seconds,speaker_ids_contiguous,min_speaker_id,max_speaker_id,empty_text_turns,empty_text_rate,one_word_turn_rate,median_tokens_per_turn,mean_tokens_per_turn,placeholder_turn_rate,unresolved_entity_turn_rate,person_placeholder_turn_rate,partner_placeholder_turn_rate,repeated_previous_turn_rate,max_gap_seconds,median_gap_seconds,review_flagged_count,review_flagged_rate,duration_seconds,n_turns,n_speakers,speaker_1_pct,speaker_2_pct,speaker_3_pct,speaker_4_pct,speaker_5_pct,validated_duration_seconds,no_gaps,no_null_speaker_id,speaker_id_match,duration_consistent,all_checks_pass,top_speaker_pct,turn_count_match,duration_match,validation_duration_match,severe_flags,caution_flags,final_label,audit_rationale
2024.12.02startup_b,922,5420.0,True,1,4,0,0.0,0.1279826464208243,7.0,10.941431670281995,0.0824295010845987,0.07266811279826464,0.007592190889370932,0.006507592190889371,0.0010845986984815619,77.0,4.0,73,0.07917570498915401,5420,922,4,29.01678657074341,31.98671831765357,24.70023980815348,14.296255303449549,0.0,5420,True,True,True,True,True,31.98671831765357,True,True,True,,outlier_turn_count; elevated_unresolved_entity_rate,include_with_caution,"Caution flags: outlier_turn_count, elevated_unresolved_entity_rate"
2024.12.09startup_a,514,5389.0,True,1,4,0,0.0,0.0914396887159533,10.0,22.570038910505836,0.2529182879377432,0.15953307392996108,0.09533073929961089,0.029182879377431907,0.0019455252918287938,76.0,6.0,102,0.19844357976653695,5389,514,4,46.14100185528757,29.59183673469388,14.434137291280148,9.833024118738404,0.0,5389,True,True,True,True,True,46.14100185528757,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2024.12.13startup_a,491,5205.0,True,1,3,0,0.0,0.11812627291242363,9.0,21.5030549898167,0.2219959266802444,0.1364562118126273,0.054989816700611,0.06924643584521385,0.0,83.0,6.0,86,0.17515274949083504,5205,491,3,43.41144832885133,34.09527468305801,22.493276988090663,0.0,0.0,5205,True,True,True,True,True,43.41144832885133,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2024.12.16startup_b,662,5283.0,True,1,4,0,0.0,0.07401812688821752,9.0,18.451661631419938,0.13746223564954682,0.09365558912386707,0.01661631419939577,0.03474320241691843,0.0,66.0,5.0,79,0.11933534743202417,5283,662,4,31.074943224829678,24.129447388342165,32.5889477668433,12.20666161998486,0.0,5283,True,True,True,True,True,32.5889477668433,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2024.12.23startup_a,439,5340.0,True,1,4,0,0.0,0.07972665148063782,11.0,23.056947608200456,0.23690205011389523,0.17312072892938496,0.07061503416856492,0.011389521640091117,0.0,91.0,7.0,99,0.2255125284738041,5340,439,4,15.689945703051864,30.967983523684705,34.244523497472386,19.09754727579105,0.0,5340,True,True,True,True,True,34.244523497472386,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2024.12.23startup_b,531,5511.0,True,1,4,0,0.0,0.11299435028248588,10.0,21.192090395480225,0.1864406779661017,0.14124293785310735,0.04331450094161959,0.02824858757062147,0.0018832391713747645,70.0,6.0,91,0.1713747645951036,5511,531,4,41.9811320754717,24.11103047895501,14.38679245283019,19.521044992743107,0.0,5511,True,True,True,True,True,41.9811320754717,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.01.06startup_a,657,5684.0,True,1,3,0,0.0,0.0867579908675799,9.0,20.665144596651444,0.182648401826484,0.1476407914764079,0.0487062404870624,0.0197869101978691,0.0,77.0,5.0,129,0.1963470319634703,5684,657,3,20.66842568161829,40.87950747581355,38.452066842568165,0.0,0.0,5684,True,True,True,True,True,40.87950747581355,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.01.06startup_b,501,5846.0,True,1,3,0,0.0,0.06387225548902195,13.0,25.802395209580837,0.19760479041916168,0.16766467065868262,0.011976047904191617,0.03792415169660679,0.005988023952095809,195.0,6.0,107,0.21357285429141717,5846,501,3,42.945100051308366,12.194287668890029,44.86061227980161,0.0,0.0,5846,True,True,True,True,True,44.86061227980161,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.01.13startup_a,415,5418.0,True,1,4,0,0.0,0.10120481927710843,15.0,27.489156626506023,0.236144578313253,0.1614457831325301,0.06265060240963856,0.03855421686746988,0.0,87.0,7.0,88,0.21204819277108433,5418,415,4,46.81675585901458,26.33327182136925,20.686473519099465,6.163498800516701,0.0,5418,True,True,True,True,True,46.81675585901458,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.01.13startup_b,471,5654.0,True,1,4,0,0.0,0.05307855626326964,12.0,27.9447983014862,0.19532908704883228,0.1592356687898089,0.02335456475583864,0.036093418259023353,0.0,77.0,6.0,88,0.18683651804670912,5654,471,4,50.76923076923077,20.760389036251105,5.517241379310345,22.95313881520778,0.0,5654,True,True,True,True,True,50.76923076923077,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.02.10startup_b,481,5413.0,True,1,3,0,0.0,0.06652806652806653,12.0,21.692307692307693,0.18503118503118504,0.158004158004158,0.02702702702702703,0.031185031185031187,0.002079002079002079,92.0,7.0,106,0.2203742203742204,5413,481,3,47.6727004063539,35.851496121167344,16.47580347247876,0.0,0.0,5413,True,True,True,True,True,47.6727004063539,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.02.24startup_a,391,5132.0,True,1,4,0,0.0,0.058823529411764705,14.0,25.035805626598467,0.23529411764705882,0.1815856777493606,0.05115089514066496,0.030690537084398978,0.0,83.0,7.0,96,0.24552429667519182,5132,391,4,23.82622248197935,52.05532826806935,19.871420222092343,4.247029027858952,0.0,5132,True,True,True,True,True,52.05532826806935,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.02.24startup_b,405,5124.0,True,1,4,0,0.0,0.08888888888888889,14.0,27.419753086419753,0.2222222222222222,0.1506172839506173,0.024691358024691357,0.08641975308641975,0.0,70.0,7.0,81,0.2,5124,405,4,12.48780487804878,24.13658536585366,57.36585365853659,6.009756097560976,0.0,5124,True,True,True,True,True,57.36585365853659,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.03.02startup_a,324,5258.0,True,1,4,0,0.0,0.05555555555555555,15.0,30.299382716049383,0.2808641975308642,0.19135802469135801,0.08333333333333333,0.06790123456790123,0.0,82.0,9.0,94,0.29012345679012347,5258,324,4,38.448374215630345,29.359193763072827,25.9364898269633,6.255942194333524,0.0,5258,True,True,True,True,True,38.448374215630345,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.03.17startup_a,386,5271.0,True,1,5,0,0.0,0.054404145077720206,15.0,29.375647668393782,0.29015544041450775,0.19430051813471502,0.04922279792746114,0.11917098445595854,0.0025906735751295338,103.0,9.0,117,0.30310880829015546,5271,386,5,50.73975720789074,2.465857359635812,37.898330804248864,0.0569044006069802,8.839150227617603,5271,True,True,True,True,True,50.73975720789074,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.03.17startup_b,718,6353.0,True,1,5,0,0.0,0.07520891364902507,11.0,20.79108635097493,0.1894150417827298,0.14484679665738162,0.008356545961002786,0.054317548746518104,0.001392757660167131,69.0,5.0,136,0.1894150417827298,6353,718,5,53.38369531004092,25.22820270695625,0.0314762354422411,2.6282656594271323,18.72836008813346,6353,True,True,True,True,True,53.38369531004092,True,True,True,,outlier_duration; elevated_unresolved_entity_rate,include_with_caution,"Caution flags: outlier_duration, elevated_unresolved_entity_rate"
2025.03.24startup_b,559,5274.0,True,1,5,0,0.0,0.08944543828264759,9.0,16.432915921288014,0.15384615384615385,0.12164579606440072,0.008944543828264758,0.03220035778175313,0.0017889087656529517,81.0,5.0,83,0.148479427549195,5274,559,5,20.701421800947863,46.71090047393365,7.279620853080568,0.0379146919431279,25.270142180094787,5274,True,True,True,True,True,46.71090047393365,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.03.25startup_a,358,5114.0,True,1,5,0,0.0,0.0893854748603352,15.0,28.768156424581004,0.31843575418994413,0.20670391061452514,0.06424581005586592,0.11452513966480447,0.0,158.0,8.0,92,0.2569832402234637,5114,358,5,8.426197458455523,50.49853372434018,1.5249266862170088,0.0782013685239491,39.47214076246334,5114,True,True,True,True,True,50.49853372434018,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.03.31startup_a,357,5127.0,True,1,5,0,0.0,0.05042016806722689,15.0,26.73389355742297,0.29411764705882354,0.19887955182072828,0.058823529411764705,0.0896358543417367,0.0056022408963585435,309.0,9.0,108,0.3025210084033613,5127,357,5,43.6427457098284,40.971138845553824,0.0975039001560062,4.504680187207488,10.783931357254293,5127,True,True,True,True,True,43.6427457098284,True,True,True,,large_within_meeting_gap; elevated_unresolved_entity_rate,include_with_caution,"Caution flags: large_within_meeting_gap, elevated_unresolved_entity_rate"
2025.03.31startup_b,441,6325.0,True,1,5,0,0.0,0.05895691609977324,15.0,31.503401360544217,0.26077097505668934,0.19047619047619047,0.022675736961451247,0.07482993197278912,0.0022675736961451248,100.0,8.0,109,0.2471655328798186,6325,441,5,55.81726209294973,26.493834966803668,2.2763199494151123,0.1106544419854568,15.301928548846032,6325,True,True,True,True,True,55.81726209294973,True,True,True,,outlier_duration; elevated_unresolved_entity_rate,include_with_caution,"Caution flags: outlier_duration, elevated_unresolved_entity_rate"
2025.04.07startup_a,542,5932.0,True,1,4,0,0.0,0.09225092250922509,12.0,24.522140221402214,0.21955719557195572,0.13468634686346864,0.04981549815498155,0.07564575645756458,0.0018450184501845018,68.0,6.0,99,0.18265682656826568,5932,542,4,42.42373167031856,40.451710770268,0.0505646384628349,17.073992920950616,0.0,5932,True,True,True,True,True,42.42373167031856,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
2025.04.07startup_b,767,6482.0,True,1,5,0,0.0,0.09647979139504563,9.0,17.466753585397655,0.18122555410691005,0.121251629726206,0.002607561929595828,0.0847457627118644,0.0,65.0,5.0,106,0.13820078226857888,6482,767,5,43.17445627024526,15.79515656331945,0.0771247879068332,26.16072805799784,14.79253432053062,6482,True,True,True,True,True,43.17445627024526,True,True,True,,outlier_duration; outlier_turn_count; elevated_unresolved_entity_rate,include_with_caution,"Caution flags: outlier_duration, outlier_turn_count, elevated_unresolved_entity_rate"
2025.04.14startup_a,475,6224.0,True,1,4,0,0.0,0.11789473684210526,14.0,26.793684210526315,0.2863157894736842,0.1936842105263158,0.035789473684210524,0.12631578947368421,0.004210526315789474,278.0,7.0,127,0.2673684210526316,6224,475,4,55.967871485943775,17.012048192771083,0.1285140562248996,26.89156626506024,0.0,6224,True,True,True,True,True,55.967871485943775,True,True,True,,outlier_duration; elevated_unresolved_entity_rate,include_with_caution,"Caution flags: outlier_duration, elevated_unresolved_entity_rate"
2025.04.14startup_b,417,5207.0,True,1,5,0,0.0,0.0671462829736211,15.0,29.81534772182254,0.22541966426858512,0.1606714628297362,0.004796163069544364,0.07913669064748201,0.0,76.0,6.0,85,0.2038369304556355,5207,417,5,26.86251920122888,55.56835637480799,0.0384024577572964,5.203533026113671,12.327188940092164,5207,True,True,True,True,True,55.56835637480799,True,True,True,,elevated_unresolved_entity_rate,include_with_caution,Caution flags: elevated_unresolved_entity_rate
