meeting_id,entity_text,entity_label,count
2025.03.17startup_a,Ó.,LOC,1
2025.03.31startup_a,Jair bolsonaro,PER,4
2025.03.31startup_a,Paulo,ORG,3
2025.03.31startup_a,PT,ORG,2
2025.03.31startup_a,Paulo,PER,2
2025.03.31startup_a,QG,LOC,2
2025.03.31startup_a,Racha,LOC,2
2025.03.31startup_a,Abril,ORG,1
2025.03.31startup_a,Anchieta,LOC,1
2025.03.31startup_a,Atendimento,ORG,1
2025.03.31startup_a,Bank,ORG,1
2025.03.31startup_a,Boa,LOC,1
2025.03.31startup_a,Campinas,LOC,1
2025.03.31startup_a,Card,LOC,1
2025.03.31startup_a,Central hidrelétrica,LOC,1
2025.03.31startup_a,Deixaria,ORG,1
2025.03.31startup_a,Delivery,LOC,1
2025.03.31startup_a,Disse,PER,1
2025.03.31startup_a,Donald trump,PER,1
2025.03.31startup_a,EDP,ORG,1
2025.03.31startup_a,Eloi do serten,LOC,1
2025.03.31startup_a,Engenheiro,LOC,1
2025.03.31startup_a,Estado,LOC,1
2025.03.31startup_a,Estados Unidos,LOC,1
2025.03.31startup_a,Fuja do Controle,LOC,1
2025.03.31startup_a,Hard,ORG,1
2025.03.31startup_a,Hélio,PER,1
2025.03.31startup_a,Japão,LOC,1
2025.03.31startup_a,Leonas,LOC,1
2025.03.31startup_a,Limpo,LOC,1
2025.03.31startup_a,Lotus,ORG,1
2025.03.31startup_a,Meio,PER,1
2025.03.31startup_a,Mesa,LOC,1
2025.03.31startup_a,Mineradora,LOC,1
2025.03.31startup_a,Oi,ORG,1
2025.03.31startup_a,Onde,LOC,1
2025.03.31startup_a,Paraná,LOC,1
2025.03.31startup_a,Parceria,LOC,1
2025.03.31startup_a,Pará,LOC,1
2025.03.31startup_a,Paulo,LOC,1
2025.03.31startup_a,Perguntar,PER,1
2025.03.31startup_a,Peça do Porto,LOC,1
2025.03.31startup_a,Pitz,PER,1
2025.03.31startup_a,Podiam,PER,1
2025.03.31startup_a,Porto,LOC,1
2025.03.31startup_a,Porto Seguro,LOC,1
2025.03.31startup_a,R Porque,ORG,1
2025.03.31startup_a,Remo,ORG,1
2025.03.31startup_a,Resgate,ORG,1
2025.03.31startup_a,Rude map,PER,1
2025.03.31startup_a,Sai,LOC,1
2025.03.31startup_a,Santos,LOC,1
2025.03.31startup_a,Sul,LOC,1
2025.03.31startup_a,TAM,ORG,1
2025.03.31startup_a,Towner,LOC,1
2025.03.31startup_a,Transparência,ORG,1
2025.03.31startup_a,VP de Souza,PER,1
2025.03.31startup_a,Vai,LOC,1
2025.03.31startup_a,Vale,LOC,1
2025.03.31startup_a,Valeu,LOC,1
2025.03.31startup_a,Vinculativa,PER,1
2025.03.31startup_a,agendinha,PER,1
2025.03.31startup_a,anoto,PER,1
2025.03.31startup_a,jayvi,PER,1
2025.03.31startup_a,minas gerais,LOC,1
2025.03.31startup_a,tildo,LOC,1
2025.03.31startup_a,zano,LOC,1
2025.03.31startup_a,zaynmarketing,PER,1
