event_id,meeting_id,quality_label,peak_second,onset_second,offset_second,temporal_position,timing_bin,joint_corroborated,peak_entropy,combined_delta,z_delta_entropy,z_delta_pct_det,peak_pct_det,peak_rmse,meeting_duration_seconds,window_start_second,window_end_second,segment_n_turns,trigger_type,trigger_subtype,smm_dimension,confidence,content_summary,justification,classifier
evt_011,2024.10.25startup_a,include,3122,3111,3135,0.5937618866489159,middle,False,1.9587451631519053,0.2312546867668981,0.0799913395297865,0.3825180340040098,96.04743083003952,0.5069137960602912,5258.0,2942,3302,40,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,Mentor offers personal network to reach PARTNER_G key contact for media coverage,Alternative press coverage pathway via personal connections generated.,full_run
evt_012,2024.10.25startup_a,include,4115,4109,4121,0.7826169646253328,late,False,1.8264095982718984,0.3257218412634497,0.3383654094066352,0.3130782731202642,98.22203845358692,0.3278478816525227,5258.0,3935,4295,25,cognitive_perturbation,CP_divergence,smm_strategy,conf_high,"Team members actively debate whether to prioritize Plugin or PARTNER_D as a strategic partner, contrasting risk and fit.","Competing strategic interpretations are explicitly contrasted: Speaker 3 and Speaker 2 favor Plugin for better fit and independence, while Speaker 1 questions whether partnering with Plugin would actually damage the PARTNER_D relationship. The divergence involves different assumptions about partner dynamics, making this a CP_divergence event. The SMM dimension affected is smm_strategy, as the team's shared plan for partner sequencing is under active dispute.",calibration
evt_013,2024.10.25startup_a,include,4720,4717,4723,0.897679726131609,late,True,1.7895128308290014,0.2910685063200938,0.4202034927677092,0.1619335198724785,94.20081162455818,0.1841765098820636,5258.0,4540,4900,46,functional_reorientation,FR_elaboration,smm_task,conf_medium,"Mentor walks through business model canvas: investor, driver, platform service exchange",Business model canvas elaborated with structured analysis of each actor.,full_run
evt_014,2024.10.28startup_b,include,736,713,749,0.1357432681667281,early,False,1.923537757401148,0.2748382982476344,0.1055557079659115,0.4441208885293574,98.3810523159946,0.4631638169273239,5422.0,556,916,36,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Market insights from auto-electric training course; team reviews KTH scorecard,Market intelligence shared; scorecard reviewed procedurally.,full_run
evt_015,2024.10.28startup_b,include,1409,1404,1416,0.2598672076724456,early,False,1.8157264917952989,0.1651331999926732,0.2838881281867594,0.046378271798587,97.97876523790798,0.2738119657712177,5422.0,1229,1589,38,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Mentor suggests content marketing from customer validation learnings for organic SEO,Marketing strategy elaborated by linking validation activities to content creation.,full_run
evt_016,2024.10.28startup_b,include,1569,1557,1576,0.2893766137956474,early,False,1.923928046746848,0.2951830893250499,0.5447020185167976,0.0456641601333022,97.4454249883883,0.3014743095792776,5422.0,1389,1749,44,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Discussing content types for platform: EV maintenance software challenges,Content strategy elaborated with specific topic areas from customer research.,full_run
evt_017,2024.10.28startup_b,include,1775,1768,1785,0.3273699741792696,early,False,1.902921308304606,0.3388297400721125,0.3157800272272832,0.3618794529169417,96.22751438351176,0.5008484463799303,5422.0,1595,1955,40,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Reviewing task: battery disassembly visit completed via course attendance,Action item status updated; visit task converted to course completion.,full_run
evt_018,2024.10.28startup_b,include,1930,1925,1936,0.3559572113611213,middle,False,1.8212745871349976,0.2424337234235291,0.3038928320535446,0.1809746147935135,98.2193418486126,0.308814550329022,5422.0,1750,2110,39,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Team prioritizes which eixos to address during the meeting,Agenda-setting procedural shift.,full_run
evt_019,2024.10.28startup_b,include,2143,2140,2147,0.3952416082626337,middle,True,1.872718699644523,0.2373245017356089,0.0516934574800552,0.4229555459911625,94.2528735632184,0.4641320732405143,5422.0,1963,2323,57,cognitive_perturbation,CP_generative,smm_task,conf_medium,"During a task-list review, a team member proposes explicitly quantifying the battery and hybrid vehicle market size as a strategic necessity.","Speaker 4 introduces a new conceptual need — to define and quantify the battery/hybrid market — beyond the ongoing task-list review, expanding the team's shared picture of what the project must deliver. This is CP_generative because the idea opens a new analytical space rather than opposing an existing assumption. Confidence is medium because the generative moment is embedded within procedural review, making the boundary somewhat diffuse.",calibration
evt_020,2024.10.28startup_b,include,4350,4339,4360,0.8022869789745481,late,False,1.917172837033573,0.1648202802370367,0.2621928748098999,0.0674476856641734,98.71501064003928,0.1962843219131707,5422.0,4170,4530,26,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,Speaker 4 proposes using prior visit learnings to enrich target partner meetings,Meta-strategy generated: reconnaissance visits first before high-stakes meetings.,full_run
evt_021,2024.10.28startup_b,include,4589,4579,4603,0.8463666543710808,late,False,1.94297439604414,0.5676748103679314,0.0668128721438004,1.0685367485920625,98.05228419826582,1.3594226508354936,5422.0,4409,4769,45,functional_reorientation,FR_procedural,smm_roles,conf_medium,"Team reviews completed eixos, discusses role division, decides next issue",Meeting transitions through agenda check and role distribution.,full_run
evt_022,2024.11.04startup_a,include,1265,1256,1273,0.2405857740585774,early,False,1.8463075662318311,0.1344002593911766,0.0286677166805683,0.240132802101785,99.2616638024314,0.1407096006397486,5258.0,1085,1445,20,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,Mentor proposes PARTNER_G could invest in truck charging as marketing/branding,Novel investor hypothesis: potential partner repositioned as both customer and funder.,full_run
evt_023,2024.11.04startup_a,include,1969,1967,1972,0.3744769874476987,middle,False,1.5732230293875171,0.3835910143400695,0.4254137690048847,0.3417682596752542,97.29033768361911,0.2000432924582483,5258.0,1789,2149,29,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Mentor closes discussion positively; team transitions to next issue,Positive topic closure with procedural handoff.,full_run
evt_024,2024.11.04startup_a,include,2067,2059,2071,0.3931152529478889,middle,True,1.5822671693137729,0.2912067448177779,0.2118045173857411,0.3706089722498147,96.7304060434372,0.2803375988691166,5258.0,1887,2247,35,cognitive_perturbation,CP_generative,smm_strategy,conf_high,The facilitator introduces a reframing strategy for accessing fire-department officials by positioning the startup as already operational rather than prospective.,"The facilitator reveals a new strategic possibility: instead of presenting as a future project, the team should frame themselves as currently dealing with an EV charging issue at a real location, triggering a regulatory obligation to respond. This expands the team's conceptual space for accessing gatekeepers, making it CP_generative. The SMM dimension is smm_strategy because the team's plan for institutional access is fundamentally reoriented.",calibration
evt_025,2024.11.04startup_a,include,2254,2217,2290,0.4286801065043742,middle,False,1.9673799723810663,0.474856941265761,0.0374833862158586,0.9122304963156632,97.2017896413134,0.4613557437766082,5258.0,2074,2434,40,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Team discards macro-risk issues (policy incentives) as uncontrollable external variables,Environmental analysis applied to prune unactionable issues from backlog.,full_run
evt_026,2024.11.04startup_a,include,2339,2337,2341,0.4448459490300494,middle,False,1.6491180744499614,0.127779665662052,0.2510661807956847,0.0044931505284194,98.46275335614637,0.2432790417788022,5258.0,2159,2519,40,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Discarding EV sales growth from issues list as uncontrollable external variable,Same logic applied to second macro variable; issue list cleanup continues.,full_run
evt_027,2024.11.04startup_a,include,2846,2844,2862,0.5412704450361354,middle,False,1.6711824374580142,0.2087663113868389,0.0610793960180605,0.3564532267556172,99.24280413198277,0.1183672907313543,5258.0,2666,3026,22,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,Mentor teaches cold-calling/referral technique to bypass gatekeepers,Authority-transfer via referral chain tactic introduced.,full_run
evt_028,2024.11.04startup_b,include,635,630,656,0.1252465483234714,early,False,1.8508113293439468,0.5264367329362071,0.841697680397852,0.2111757854745621,98.11797295095325,0.1919104883288556,5070.0,455,815,32,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Clarifying 'embarcado' terminology; reviewing action items and task assignments,Definitional clarification followed by systematic task review.,full_run
evt_029,2024.11.04startup_b,include,795,784,802,0.1568047337278106,early,False,1.942656883962336,0.1150122134844897,0.1614478230381732,0.0685766039308062,98.27661431064573,0.28022667088363,5070.0,615,975,36,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Logistics for obtaining photos from Diplomata desmanche for catalog,Operational task follow-up; procedural status update.,full_run
evt_030,2024.11.04startup_b,include,2835,2829,2841,0.5591715976331361,middle,False,1.8587074247758677,0.5051571004453035,0.8348783408642128,0.1754358600263942,96.1978315758206,0.2192958714992724,5070.0,2655,3015,41,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Planning Diplomata visit (tomorrow 4pm); catalog update tasks; KTH scorecard update,Task assignment and scheduling.,full_run
evt_031,2024.11.04startup_b,include,2954,2945,2964,0.5826429980276134,middle,True,1.902921308304606,0.3102170251926836,0.158119196109076,0.4623148542762912,93.7897235622942,0.3834222714994538,5070.0,2774,3134,44,functional_reorientation,FR_elaboration,smm_task,conf_medium,The facilitator and team develop a bottom-up method for estimating market size using average part prices from junkyards.,"The discussion elaborates an existing analytical task (market sizing), detailing a practical methodology without disrupting the team's shared frame. The facilitator is helping refine how to approach an acknowledged task rather than introducing a new possibility or challenging an assumption. smm_task is affected because the team is clarifying the nature and scope of their market analysis deliverable.",calibration
evt_032,2024.11.04startup_b,include,3112,3108,3120,0.6138067061143985,middle,True,1.8611358059421,0.5706911252871365,0.428716459571824,0.7126657910024489,93.21358438258056,0.8059101506192788,5070.0,2932,3292,55,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Team defends market projections methodology (Brazilian share of global EV market),Empirical basis for financial projections elaborated.,full_run
evt_033,2024.11.11startup_a,include,650,640,662,0.123574144486692,early,False,1.8587074247758677,0.1255029069291896,0.0043365390157667,0.2466692748426124,98.53879066763542,0.3057630039345056,5260.0,470,830,29,cognitive_perturbation,CP_generative,smm_strategy,conf_high,"The team discovers a well-connected Brazilian contact and a major electric-mobility investment fund, opening new partnership and investor paths.",The discovery of a new contact with ready-made industry connections and the identification of Evolution (an electric-mobility company with R$200M in regional investment) substantially expands the team's strategic horizon in ways that were not previously anticipated. This is CP_generative: new possibilities enter the conceptual space and alter the team's view of what partnerships and funding paths are available. The facilitator's reframing of how to use the contact before approaching the Indian partner reinforces the generative character of the event.,calibration
evt_034,2024.11.11startup_a,include,1936,1933,1940,0.3680608365019011,middle,False,1.699007751305905,0.2416821011789513,0.3651262340952375,0.1182379682626651,99.2770020420553,0.1972480398530496,5260.0,1756,2116,23,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,Mentor: team's verbal MVP description IS the plan—write it down at 30% quality,Mentor dissolves perfectionism barrier; plan already exists in heads.,full_run
evt_035,2024.11.11startup_a,include,2235,2195,2246,0.4249049429657794,middle,False,1.8587074247758668,0.449644386286914,0.4138010472963131,0.485487725277515,98.02284416538642,0.3619691386374288,5260.0,2055,2415,33,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,Mentor: lower bar to 30% first version; target killing 70% of backlog next week,Productivity mindset shift challenges implicit completeness standard.,full_run
evt_036,2024.11.11startup_a,include,3309,3288,3330,0.6290874524714829,middle,True,1.9512907343569177,0.4888649094660822,0.0818996381149505,0.8958301808172139,95.70025520068052,0.920353389773676,5260.0,3129,3489,41,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Strategizing PARTNER_A meeting: discover pain points before proposing solutions,Discovery-first conversation strategy elaborated.,full_run
evt_037,2024.11.11startup_a,include,3429,3416,3460,0.6519011406844106,middle,True,1.9554169551936995,0.252903440860577,0.4746954078034884,0.0311114739176656,95.45284850294932,0.1710855474498355,5260.0,3249,3609,41,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,Team realizes they may be the client of PARTNER_A rather than just a referrer of clients,Business relationship with PARTNER_A reframed: service-buyer rather than referrer.,full_run
evt_038,2024.11.11startup_b,include,404,401,409,0.0726880172724001,early,False,1.9641056946725457,0.119479571854217,0.1173165764569001,0.1216425672515339,92.24817735456034,0.1216096992961971,5558.0,224,584,70,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Debrief on junkyard visits: differences in tracking systems between desmanches,Market intelligence from field visits incorporated.,full_run
evt_039,2024.11.11startup_b,include,686,677,706,0.1234256926952141,early,False,1.994578053368883,0.2784711972084452,0.1883059117997629,0.3686364826171275,97.58314397851684,0.7604735192337034,5558.0,506,866,46,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Reviewing scorecard tasks; pre-visit preparations and OLX test status,Systematic task review; procedural.,full_run
evt_040,2024.11.11startup_b,include,1223,1220,1228,0.2200431810003598,early,False,1.967572297254217,0.2503658176549187,0.1015870770937961,0.3991445582160413,96.60033726812816,0.4964392162446312,5558.0,1043,1403,51,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Porto Seguro insurance junkyard investigation update; director contact obtained,Market investigation results shared; focus adjusted toward most accessible contact.,full_run
evt_041,2024.11.11startup_b,include,1571,1565,1587,0.2826556315221302,early,False,1.9820809892894808,0.6022383075122122,0.176657984053832,1.0278186309705923,94.0347071583514,0.9006519013993354,5558.0,1391,1751,62,cognitive_perturbation,CP_constraint,smm_task,conf_medium,"Catalog gap discovered: missing fields (year, condition, compatibility) that buyers need",Hard constraint discovered: catalog missing critical product attributes preventing buyer decisions.,full_run
evt_042,2024.11.11startup_b,include,2732,2728,2736,0.4915437207628643,middle,True,1.966665652338337,0.2871246403448523,0.0263242127312134,0.5479250679584913,90.67502668089648,0.922019493734835,5558.0,2552,2912,59,cognitive_perturbation,CP_constraint,smm_constraints,conf_medium,"A team member clarifies that only used parts may be sourced, and identifies an unowned task for finding a client's requested part with pricing.","Speaker 3 establishes that the circular-economy commitment restricts part sourcing to used items, ruling out new-part platforms and narrowing the feasible search space. This is CP_constraint because a clarified limitation (used-only) changes what is permissible in the team's operation. The debate about used versus new sources (t=2715–2733) reflects the constraint being internalized. smm_constraints is the primary dimension affected.",calibration
evt_043,2024.11.11startup_b,include,4435,4429,4442,0.7979489024829075,late,False,1.999424603097586,0.1341363196032717,0.1875301694153652,0.0807424697911783,96.19491754528252,0.487113261741896,5558.0,4255,4615,40,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,Mentor proposes converting fake OLX listing to real transactional MVP given 6 interested parties,Escalation from hypothesis test to real transaction made concrete and evidence-based.,full_run
evt_044,2024.11.18startup_a,include,164,150,183,0.0304889384643985,early,False,1.872287461542425,0.7107194207805788,0.6748521077277296,0.746586733833428,97.79400341774118,0.5465824129222754,5379.0,0,344,29,functional_reorientation,FR_attention,smm_strategy,conf_medium,Meeting opening: 99 rideshare company receptive to MVP partnership discussions,Team redirects to breakthrough with 99; new high-priority lead.,full_run
evt_045,2024.11.18startup_a,include,254,247,261,0.0472206729875441,early,False,1.4561112661478437,0.2821635249016697,0.1668831431849957,0.3974439066183438,98.83515929983628,0.3083603096754237,5379.0,74,434,24,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"Updates: 99 MVP logistics (4-6 cars), Evolution meeting interested in partnership",Two parallel partnership tracks elaborated with concrete details.,full_run
evt_046,2024.11.18startup_a,include,714,698,731,0.1327384272169548,early,True,1.9158582303981528,0.0118400209833558,0.0087453117502126,0.0149347302164989,96.61435469710273,0.0976935004899132,5379.0,534,894,26,functional_reorientation,FR_procedural,smm_strategy,conf_medium,"The facilitator leads a structured 45-day goal review, confirming tracking status across operations, market, and finance.","The window is dominated by a structured check-in on progress metrics, reviewing whether each goal dimension is on track. This is FR_procedural: the team is moving through a standardized review protocol and coordinating next-step tasks without challenging the shared frame. The '99' mention adds a new thread but does not disrupt the overall logic. smm_strategy is affected because the team is aligning on plan status.",calibration
evt_047,2024.11.18startup_a,include,823,815,831,0.1530024168060977,early,False,1.554965937118681,0.2959363884109617,0.4618315530770622,0.1300412237448611,97.6027397260274,0.087551247255317,5379.0,643,1003,24,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Positive team sentiment about 99; transitioning to scorecard action items review,Social check-in followed by procedural shift to task list.,full_run
evt_048,2024.11.18startup_a,include,3113,3063,3135,0.5787321063394683,middle,False,1.583393820970492,0.4572194911101118,0.156590555334605,0.7578484268856186,98.48776223776224,0.6215119235413472,5379.0,2933,3293,22,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Mentor creates phased MVP plan: MVP1 (no driver 2wk), MVP2 (driver 2mo), MVP3",Multi-phase framework resolves financial viability concern and provides escalation path.,full_run
evt_049,2024.11.18startup_a,include,4101,4090,4112,0.762409369771333,late,False,1.584576851106354,0.2402286947164503,0.06749261475215,0.4129647746807506,99.09528616913876,0.4155541633618503,5379.0,3921,4281,21,cognitive_perturbation,CP_constraint,smm_strategy,conf_medium,Conflict identified: Quatro Rodas magazine feature deadline clashes with 99 MVP timing,Scheduling constraint forces prioritization of two most important near-term activities.,full_run
evt_050,2024.11.18startup_a,include,4543,4536,4550,0.8445807770961146,late,False,1.4561112661478437,0.1448792292999033,0.0701642388460289,0.2195942197537776,97.83401946107784,0.1252087713756823,5379.0,4363,4723,31,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,Mentor proposes formal comodato (equipment loan) contract for Plugin arrangement,Legal mechanism generated to reduce risk in Plugin equipment partnership.,full_run
evt_051,2024.11.18startup_b,include,151,150,161,0.0282824498969844,early,False,1.973943243311487,,0.4645447881359831,0.0937690068701339,95.611685940353,0.5642872039709698,5339.0,0,331,47,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,Competitor discovered implementing same business idea at junkyard visit,Assumption of uniqueness directly challenged by field evidence; incumbent already active.,full_run
evt_052,2024.11.18startup_b,include,321,316,335,0.0601236186551788,early,True,1.8942465552913723,0.0744057661122667,0.0793903198761558,0.0694212123483775,94.5861893881696,0.2689321418967462,5339.0,141,501,47,cognitive_perturbation,CP_constraint,smm_strategy,conf_medium,"The team learns of a potentially better-positioned competitor with existing software embedded in multiple junkyards, limiting their assumed uniqueness.","The competitor's existing software network gives them catalogue access across junkyards, which introduces a new limitation on the team's assumed competitive position. This is CP_constraint because the rival's structural advantage constrains what the team can claim as unique and shapes what differentiation they must articulate. Confidence is medium because the competitor's status is still unconfirmed — they plan to meet him — and the window contains both threat framing and reframing as potential partner.",calibration
evt_053,2024.11.18startup_b,include,450,450,451,0.0842854467128675,early,False,1.8463075662318311,0.3000607384938636,0.1601607777512678,0.4399606992364595,94.82496194824962,0.7383326161847367,5339.0,270,630,43,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Scorecard review; Diplomata catalog contact gave ambiguous response,Task status updated procedurally.,full_run
evt_054,2024.11.18startup_b,include,798,796,820,0.1494661921708185,early,False,1.8608163461419247,0.7188917778182595,1.0911316263114388,0.3466519293250802,99.17115993048438,0.331269728363015,5339.0,618,978,35,functional_reorientation,FR_procedural,smm_strategy,conf_medium,OLX fake listing test closed; mentor asks if learnings documented,Task closure followed by learning documentation emphasis.,full_run
evt_055,2024.11.18startup_b,include,1070,1062,1079,0.2004120621839295,early,False,1.973943243311487,0.2326098907694543,0.1080389901874908,0.3571807913514178,97.66616381222823,0.3746630034986944,5339.0,890,1250,31,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,"EV maintenance findings: preventive care gap, cell replacements rare; Porto Seguro meeting tomorrow",Market intelligence from EV mechanics updates product scope assumptions.,full_run
evt_056,2024.11.18startup_b,include,1914,1910,1919,0.3584941000187301,middle,False,1.8636957636078917,0.1987902229507861,0.3743924059131698,0.0231880399884025,95.47856214811608,0.2284400532624592,5339.0,1734,2094,50,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Systematic review of completed and pending scorecard tasks,Purely procedural status updates.,full_run
evt_057,2024.11.18startup_b,include,1991,1983,2011,0.3729162764562652,middle,False,1.9739432433114872,0.7947132785374543,0.7411182794555661,0.8483082776193426,98.14730447987851,0.7808889521419066,5339.0,1811,2171,41,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Competitor analysis document received; no direct competitors identified yet,Competitive landscape elaborated; mentor notes uniqueness.,full_run
evt_058,2024.11.18startup_b,include,2732,2720,2753,0.5117063120434538,middle,False,1.9978467171869156,0.3242339697396046,0.3304356873928091,0.3180322520864,97.20789322852698,0.4423345294758922,5339.0,2552,2912,36,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Mentor reinforces structured learning documentation for OLX and search-based tests,Hypothesis-testing methodology deepened.,full_run
evt_059,2024.11.18startup_b,include,3159,3146,3162,0.5916838359243304,middle,False,1.9019015988018408,0.0686063732535582,0.0164758439687166,0.1207369025383997,97.2790834807514,0.2780716104746831,5339.0,2979,3339,38,cognitive_perturbation,CP_constraint,smm_strategy,conf_medium,"Competitor has software with full junkyard DB, catalog photos, insurance focus",Competitive threat elaborated: incumbent has more resources and clearer market position.,full_run
evt_060,2024.12.09startup_a,include,1652,1640,1660,0.3064935064935065,early,False,1.9759411671299136,0.2612234011722316,0.100348184308131,0.4220986180363322,99.40998805928216,0.382429288797787,5390.0,1472,1832,32,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Sending comodato contract; editorial tension with Quatro Rodas discussed,Plugin partnership logistics and press strategy elaborated.,full_run
evt_061,2024.12.09startup_a,include,1809,1790,1819,0.335621521335807,middle,False,1.9592422264030724,0.3618708392092398,0.5774641454890173,0.1462775329294624,98.3326779394416,0.2400094129814383,5390.0,1629,1989,32,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Reviewing market research tasks; updating action items for heavy vehicle segment,Task review and agenda update.,full_run
evt_062,2024.12.09startup_a,include,2958,2945,2961,0.5487940630797774,middle,True,1.855786642545942,0.2931798987208748,0.3730228357054944,0.2133369617362553,95.27165264832917,0.2885442218269713,5390.0,2778,3138,42,cognitive_perturbation,CP_generative,smm_strategy,conf_high,"The facilitator introduces a four-stakeholder B2B sales framework — influencer, user, decision-maker, and final approver — expanding the team's view of how to sell.","The facilitator introduces a new conceptual model that reframes the team's sales challenge: instead of treating a gatekeeper as a blocker, they should sell to all four stakeholder types simultaneously. This is CP_generative because it opens a new strategic possibility and reorganizes the team's shared understanding of their sales process. smm_strategy is the affected dimension, as the team's approach to client acquisition is fundamentally enriched.",calibration
evt_063,2024.12.09startup_a,include,3355,3337,3376,0.6224489795918368,middle,False,1.9963675821806277,0.24167931402237,0.1341015726607881,0.3492570553839519,96.85263669839506,0.2982461659553012,5390.0,3175,3535,44,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,Strategy for IRINEU meeting: open questions on EV infra leading to specific initiative inquiry,Funnel conversation strategy designed to plant seed before proposing partnership.,full_run
evt_064,2024.12.09startup_a,include,4187,4172,4225,0.776808905380334,late,False,1.9919185379284217,0.2955208215012453,0.487847071721269,0.1031945712812215,97.96539066596748,0.1745854661801264,5390.0,4007,4367,24,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Closing and linking issues; waiting for magazine feature before closing MVP issue,Procedural issue management.,full_run
evt_065,2024.12.09startup_a,include,4447,4439,4460,0.8250463821892393,late,False,1.8571838249410615,0.317445839719307,0.4149407479797993,0.2199509314588146,97.74888057412744,0.26287199419676,5390.0,4267,4627,34,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Discussing gradual approach to supplier restricted from direct sales,Constrained sales relationship strategy elaborated.,full_run
evt_066,2024.12.09startup_a,include,4521,4502,4533,0.8387755102040816,late,False,1.9978467171869152,0.2546574990600648,0.2061153899181758,0.3031996082019537,98.29228428112496,0.2996728468689693,5390.0,4341,4701,36,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,Mentor proposes PARTNER_A legal pre-approval for fake-charge MVP approach,Proactive legal risk mitigation: seek pre-approval rather than risk veto.,full_run
