event_id,meeting_id,quality_label,peak_second,onset_second,offset_second,temporal_position,timing_bin,joint_corroborated,peak_entropy,combined_delta,z_delta_entropy,z_delta_pct_det,peak_pct_det,peak_rmse,meeting_duration_seconds,window_start_second,window_end_second,segment_n_turns,trigger_type,trigger_subtype,smm_dimension,confidence,content_summary,justification,classifier,reclassified
evt_011,2024.10.25startup_a,include,3122,3111,3135,0.5937618866489159,middle,False,1.9587451631519053,0.2312546867668981,0.0799913395297865,0.3825180340040098,96.04743083003952,0.5069137960602912,5258.0,2942,3302,40,cognitive_perturbation,CP_divergence,smm_strategy,conf_medium,"Around t=3111–3124s, Speaker 4 drops a URL about PARTNER_G's battery project while Speaker 3 acknowledges a new idea 'crossed her mind,' causing the conversation to fragment across at least three simultaneous threads: the media/PR strategy for Quatro Rodas, an unresolved MVP task-list discussion led by Speaker 2, and a newly surfaced tangential topic, forcing Speaker 1 to explicitly call for a reset and ask which thread to conclude first.","Before this peak, the team had a relatively focused shared mental model around a single strategic question: how to secure press coverage via PARTNER_G and Quatro Rodas, with Speaker 1 offering to leverage personal contacts and the group debating whether one or two separate reportagens were feasible. The entropy spike is explained by a sudden multi-directional fragmentation: Speaker 4 injects an external URL (t=3111) introducing new factual content about PARTNER_G's battery operations, Speaker 3 simultaneously admits a new idea 'atravessando' (crossing her mind) that is unrelated to the current thread (t=3121), and Speaker 2 pivots to reading out a detailed MVP task list with numbered action items (t=3139–3186). These three competing threads — PR strategy, new tangential idea, and MVP task enumeration — represent genuinely competing interpretations of what the team should be discussing, which is a CP_divergence. The team's prior shared frame (converging on a PR/media plan) is disrupted by the introduction of new information and competing agendas, requiring Speaker 1 to explicitly reorient the group at t=3124 and again at t=3210 ('vamos para quatro rodas agora'), signaling that the shared mental model had genuinely fractured rather than merely elaborated.",full_run,True
evt_012,2024.10.25startup_a,include,4115,4109,4121,0.7826169646253328,late,False,1.8264095982718984,0.3257218412634497,0.3383654094066352,0.3130782731202642,98.22203845358692,0.3278478816525227,5258.0,3935,4295,25,cognitive_perturbation,CP_divergence,smm_strategy,conf_high,"Team members actively debate whether to prioritize Plugin or PARTNER_D as a strategic partner, contrasting risk and fit.","Competing strategic interpretations are explicitly contrasted: Speaker 3 and Speaker 2 favor Plugin for better fit and independence, while Speaker 1 questions whether partnering with Plugin would actually damage the PARTNER_D relationship. The divergence involves different assumptions about partner dynamics, making this a CP_divergence event. The SMM dimension affected is smm_strategy, as the team's shared plan for partner sequencing is under active dispute.",calibration,False
evt_013,2024.10.25startup_a,include,4720,4717,4723,0.897679726131609,late,True,1.7895128308290014,0.2910685063200938,0.4202034927677092,0.1619335198724785,94.20081162455818,0.1841765098820636,5258.0,4540,4900,46,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,"Speaker 1 proposes revisiting the business model diagram to explicitly include the investor and vehicle-owner partner figures, revealing that the current shared diagram is incomplete — it lacks the investor node and the intermediary driver/vehicle-owner role. Speaker 3 pulls up an old bootcamp version of the diagram, and the group discovers live that key stakeholders (investor, vehicle owner) are missing from their working model, prompting a real-time collaborative critique of the diagram's structure.","Before this moment, the team appeared to share a working business model that included the power bank service, a supplier (plugin/charge supply), and end users. Speaker 1's extended monologue (t=4570–4857) introduces a reframe: the model is structurally incomplete because it omits the investor as a node with explicit inputs/outputs, and the vehicle-owner as a distinct intermediary partner. When Speaker 3 projects the bootcamp diagram, Speaker 1 immediately identifies that 'o investidor não tá aqui' (the investor isn't here), directly contradicting the team's implicit assumption that their existing diagram adequately represented the business model. This is not mere elaboration — it surfaces a gap in the shared mental model of strategy and stakeholder relationships, forcing the team to reconsider who the partners are and how value flows between them. The high entropy at this peak is explained by simultaneous overlapping speech, document retrieval, and multi-party reorientation around a newly surfaced structural gap.",full_run,True
evt_014,2024.10.28startup_b,include,736,713,749,0.1357432681667281,early,False,1.923537757401148,0.2748382982476344,0.1055557079659115,0.4441208885293574,98.3810523159946,0.4631638169273239,5422.0,556,916,36,cognitive_perturbation,CP_invalidation,smm_strategy,conf_high,"Around t=710-763s, Speaker 1 challenges the metric being reported: when Speaker 3 states the team reached 20 interested people, Speaker 1 clarifies these were merely visualizations, not real contacts, and Speaker 4 corrects the figure to 266 views but only 2-3 actual contacts, prompting Speaker 2 to reframe the entire metric as a conversion funnel with a ~0.5% rate, fundamentally changing how the team interprets their customer acquisition progress.","Before this exchange, the team's shared understanding was that they had met their goal of finding '20 interested people.' Speaker 1 disrupts this by distinguishing between visualizations and genuine contacts, and Speaker 4 confirms only 2-3 real contacts out of 266 views. This directly contradicts the prior assumption that the metric represented meaningful customer engagement. Speaker 2 then reframes the entire situation as a conversion funnel problem, introducing a new analytical frame (0.5% conversion rate, needing 2,000 views to get 30 contacts) that the team had not previously applied. This is a clear invalidation of the prior assumption about goal achievement, combined with a generative reframe — but the dominant structural event is the contradiction of the assumed metric, making CP_invalidation the best fit. The SMM disruption is around strategy, as the team must now reconsider how they measure and pursue customer acquisition.",full_run,True
evt_015,2024.10.28startup_b,include,1409,1404,1416,0.2598672076724456,early,False,1.8157264917952989,0.1651331999926732,0.2838881281867594,0.046378271798587,97.97876523790798,0.2738119657712177,5422.0,1229,1589,38,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Around t=1404s, Speaker 1 introduces a new angle by suggesting the team also address software difficulties that two workshops explicitly mentioned, expanding the content opportunity discussion beyond manuals and marketplace ideas into a new pain-point domain, prompting Speaker 2 to validate it as content and Speaker 4 to categorize it as a separate item.","Prior to t=1404s, the team was converging around a content/marketplace opportunity framing — documenting knowledge gaps about parts, manuals, and EV systems. Speaker 1's interjection ('Vocês acham interessante também colocar alguma coisa sobre o software... que duas oficinas falaram para nós') introduces a distinct, evidence-backed pain point (software difficulties reported by two workshops) that was not part of the existing content opportunity frame. This expands the possibility space: the team had been thinking about physical/technical knowledge content, and now software-related content enters as a validated market signal. Speaker 2 immediately affirms ('É isso, imagine isso daí é conteúdo') and Speaker 4 treats it as a separate category ('Para mim vão ser duas dessa'). This is a generative cognitive perturbation because it introduces new information from field validation that broadens the team's strategic content map, shifting shared understanding from a single content thread to at least two distinct content opportunity tracks.",full_run,True
evt_016,2024.10.28startup_b,include,1569,1557,1576,0.2893766137956474,early,False,1.923928046746848,0.2951830893250499,0.5447020185167976,0.0456641601333022,97.4454249883883,0.3014743095792776,5422.0,1389,1749,44,cognitive_perturbation,CP_divergence,smm_strategy,conf_medium,"At t=1569, Speaker 4 interjects 'As perguntas não ficaram muito vagas' (The questions weren't too vague), a brief evaluative comment that lands in the middle of a dense task-review sequence where Speaker 3 is rapidly cycling through multiple action items — electric parts catalog, OLX demand results, battery dismantling visits, and a new contact need with PARTNER_A's marketing team — creating a convergence of competing threads and an implicit quality challenge to the team's prior research questions.","The entropy peak at t=1569 is explained by a structural collision of multiple simultaneous communication threads. Speaker 3 is conducting a rapid-fire review of action items (parts catalog status, OLX test results, dismantling visit, PARTNER_A battery warranty question), each requiring different cognitive frames. Into this dense multi-topic moment, Speaker 4 inserts an evaluative meta-comment — 'As perguntas não ficaram muito vagas' — which implicitly challenges the quality of the team's prior field research questions. Before this moment, the team's shared understanding was that their field interviews and research tasks were progressing adequately toward completion. Speaker 4's comment introduces a mild but real divergence: were the research questions sufficiently specific? This is not a full SMM disruption but does introduce a competing interpretation of research quality mid-review. The high entropy is structurally driven by the simultaneous presence of: (1) multiple unresolved action items being evaluated, (2) an implicit quality judgment about prior work, and (3) rapid speaker switching across four participants. The dominant classification is CP_divergence because Speaker 4's comment introduces a competing interpretation of the adequacy of prior work, even if briefly, disrupting the assumption that the research questions were fit for purpose.",full_run,True
evt_017,2024.10.28startup_b,include,1775,1768,1785,0.3273699741792696,early,False,1.902921308304606,0.3388297400721125,0.3157800272272832,0.3618794529169417,96.22751438351176,0.5008484463799303,5422.0,1595,1955,40,cognitive_perturbation,CP_invalidation,smm_task,conf_medium,"Around t=1713–1776, Speaker 3 identifies that a completed action item about what PARTNER_A does with defective batteries under warranty has generated a new, previously unplanned need to contact a different person (service/marketing at PARTNER_A). Speaker 1 then instructs the team to close the old note and open a new action item specifically targeting PARTNER_A's service and marketing team to understand battery warranty processes, restructuring the task list in real time.","Before this moment, the team was reviewing and closing existing action items in a relatively routine status-update mode. At t=1713, Speaker 3 explicitly states 'Isso aqui gerou uma necessidade de conversar com uma outra pessoa agora' — directly signaling that a completed task has revealed an unresolved gap, forcing the team to recognize that their current action-item set is insufficient. This is not merely elaboration; it disrupts the assumption that the battery warranty inquiry was resolved. Speaker 1 responds by reframing the task structure: closing the old note and opening a new one targeting PARTNER_A's service/marketing team. This challenges the prior shared understanding that the warranty question was handled, introducing a new strategic contact requirement. The entropy spike is explained by the simultaneous closure of old items, opening of new ones, multi-speaker negotiation of task wording, and the realization that prior work generated new unknowns — all happening concurrently.",full_run,True
evt_018,2024.10.28startup_b,include,1930,1925,1936,0.3559572113611213,middle,False,1.8212745871349976,0.2424337234235291,0.3038928320535446,0.1809746147935135,98.2193418486126,0.308814550329022,5422.0,1750,2110,39,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Around t=1928–1948, Speaker 3 introduces a substantive framing about needing to understand the battery cell disassembly process, while simultaneously the team is mid-flow updating task statuses (items 21, 36, 37 marked resolved), and Speaker 4 raises the possibility of starting with hybrid vehicles and battery cells as a market entry point, creating overlapping threads of procedural status updates and strategic reconsideration.","The entropy peak at t=1930 is explained by a collision of two distinct communication registers happening simultaneously. On one hand, Speakers 1, 3, and 4 are engaged in rapid procedural status updates — marking tasks 21, 36, 37 as resolved and assigning dates (day 22, day 23). On the other hand, Speaker 3 at t=1928 shifts register entirely by stating 'precisamos compreender o processo de desmontagem das células de baterias,' introducing a substantive knowledge gap about battery cell disassembly. Speaker 4 at t=1942 then introduces 'o universo de começar com híbridos' — a potential strategic reframe about starting with hybrid vehicles rather than the current focus. Before this moment, the team's shared understanding was that they were simply closing out completed tasks. After, there is an open question about whether battery cells and hybrids represent a viable or preferred market entry path, which is a genuine expansion of the strategic possibility space. This is CP_generative because Speaker 4's hybrid/battery cell framing introduces a new strategic option that was not previously on the table in this segment of the meeting.",full_run,True
evt_019,2024.10.28startup_b,include,2143,2140,2147,0.3952416082626337,middle,True,1.872718699644523,0.2373245017356089,0.0516934574800552,0.4229555459911625,94.2528735632184,0.4641320732405143,5422.0,1963,2323,57,cognitive_perturbation,CP_generative,smm_task,conf_medium,"During a task-list review, a team member proposes explicitly quantifying the battery and hybrid vehicle market size as a strategic necessity.","Speaker 4 introduces a new conceptual need — to define and quantify the battery/hybrid market — beyond the ongoing task-list review, expanding the team's shared picture of what the project must deliver. This is CP_generative because the idea opens a new analytical space rather than opposing an existing assumption. Confidence is medium because the generative moment is embedded within procedural review, making the boundary somewhat diffuse.",calibration,False
evt_020,2024.10.28startup_b,include,4350,4339,4360,0.8022869789745481,late,False,1.917172837033573,0.1648202802370367,0.2621928748098999,0.0674476856641734,98.71501064003928,0.1962843219131707,5422.0,4170,4530,26,functional_reorientation,FR_social,smm_roles,conf_medium,"Around t=4337–4373s, Speaker 1 and Speaker 4 engage in a brief but multi-voiced social exchange about who will lead a field visit, with Speaker 1 showing apparent reluctance ('zero animação'), Speaker 3 deflecting ('deixa quieto, depois eu faço'), and Speaker 4 joking about going alone, before Speaker 4 pivots to scheduling the visit as a group activity and reframing it as a team-learning exercise about role division.","The entropy spike is explained by a sudden fragmentation of the conversational floor: multiple speakers (1, 2, 3, 4) interject in rapid succession with short, overlapping turns about who will attend the field visit, mixing social tension (Speaker 1's apparent lack of enthusiasm, Speaker 4's sarcastic 'você vai lá sozinho'), procedural coordination (scheduling), and a strategic reframe (going together to learn role division). This is not a disruption to the shared mental model — no assumption is challenged or invalidated. The team's understanding of the visit's purpose and value remains intact throughout. The complexity arises from a temporary shift in register from strategic elaboration to interpersonal negotiation and then back to coordination, which is characteristic of FR_social. The shared frame before and after remains the same: field visits are valuable for building contextual knowledge and team cohesion.",full_run,True
evt_021,2024.10.28startup_b,include,4589,4579,4603,0.8463666543710808,late,False,1.94297439604414,0.5676748103679314,0.0668128721438004,1.0685367485920625,98.05228419826582,1.3594226508354936,5422.0,4409,4769,45,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Around t=4501–4760s, Speaker 4 raises whether a previously discussed 'rock' goal (making transactions/MVP) is still viable within the current sprint timeline. Speaker 2 challenges the ambition as 'heavy for the first 45 days' but then revises that view, saying the team is performing better than expected. This triggers a cascade of overlapping voices debating specific dates (day 5, 7, 11, 12), whether to approach partner workshops this week or next, what 'embarking' a workshop actually means operationally, and which specific workshops (Veyron and Infinity) to target — all simultaneously reframing the MVP scope and timeline.","The entropy peak is explained by a convergence of multiple disruptive communicative moves happening in rapid succession. First, Speaker 4 introduces a strategic question about whether the MVP transaction goal is still on track (t=4501), which was not a settled matter — this reopens a prior assumption. Speaker 2 then partially invalidates their own earlier skepticism ('eu achei eu tava errado'), shifting the shared assessment of feasibility. Simultaneously, Speakers 1 and 3 inject competing timeline constraints (day 11/12, upcoming supplier visits, hybrid vehicle availability delays), while Speaker 2 introduces the concept of 'embarcar' as a reframe for what the MVP action actually means. The team had no single shared definition of what the next step was before this moment; by the end, they are converging on a specific action (approach Veyron and Infinity workshops this week to ask if they accept the proposal), but the path there involved genuine divergence over timing, scope, and meaning of the MVP milestone. This is a CP_generative event because the 'embarcar' reframe and the identification of two specific named workshops as MVP targets expands and concretizes the possibility space in a way that was not present before the exchange.",full_run,True
evt_022,2024.11.04startup_a,include,1265,1256,1273,0.2405857740585774,early,False,1.8463075662318311,0.1344002593911766,0.0286677166805683,0.240132802101785,99.2616638024314,0.1407096006397486,5258.0,1085,1445,20,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Speaker 1 introduces a reframe suggesting that a large partner company (UNRESOLVED_ENTITY/ABU) could fund the first charging infrastructure units as a branding/marketing investment, shifting the team's mental model from 'we need to find investors' to 'the partner itself could be the first investor.' This triggers a cascade of strategic pivots: Speaker 4 proposes a spin-off pitch targeting 'bu,' Speaker 3 redirects toward PARTNER_M as the immediate target, then Speaker 2 reveals via insider information that PARTNER_M contacts are unavailable until December, prompting the team to restructure their entire near-term engagement timeline.","The peak entropy is explained by multiple overlapping cognitive disruptions occurring in rapid succession. First, Speaker 1 introduces a generative reframe: rather than seeking external investors for charging infrastructure, the partner company itself could budget the first units as brand positioning — a fundamentally different funding logic than previously discussed. Before this moment, the team assumed they would need to attract third-party investors; after, the partner becomes a potential first investor. Second, Speaker 2 introduces a CP_constraint: an insider contact revealed that PARTNER_M staff will be consumed by a product launch and unavailable until December, directly constraining the team's planned outreach timeline. This forces an immediate tactical reorganization — Speaker 3 proposes deferring PARTNER_M contact and pivoting the spin pitch to a different entity first. The combination of a new strategic frame (partner-as-investor) and an external timing constraint (December availability) simultaneously disrupts both the funding strategy and the engagement roadmap, producing high communicative entropy as the team rapidly negotiates a new shared plan.",full_run,True
evt_023,2024.11.04startup_a,include,1969,1967,1972,0.3744769874476987,middle,False,1.5732230293875171,0.3835910143400695,0.4254137690048847,0.3417682596752542,97.29033768361911,0.2000432924582483,5258.0,1789,2149,29,cognitive_perturbation,CP_generative,smm_strategy,conf_medium,"Speaker 1 introduces a reframing strategy for approaching fire department contacts: instead of presenting as a future startup project, the team should position themselves as already operating an MVP at a dome with real charging partners, making the inquiry feel urgent and concrete rather than hypothetical, which shifts how the team understands their outreach approach.","Before this moment, Speakers 2 and 3 had framed the fire department contact problem as a dead-end — they follow the required email procedure but receive no response, and Speaker 2 suggests leaving it open rather than resolving it this week. The shared understanding was that the team is stuck due to bureaucratic unresponsiveness. Speaker 1 then introduces a new framing: the team should stop presenting themselves as a startup with a future project and instead claim they are already testing an MVP at a dome with real charging partners, making the regulatory question feel immediate and operational. This reframe expands the possibility space by offering a concrete workaround to the constraint, qualifying it as CP_generative. The entropy spike is explained by the convergence of multiple threads: the unresolved contact problem, Speaker 3's pivot to discarding item 23 (public policy incentives), and Speaker 1's strategic reframe — all occurring in rapid succession with overlapping turns and topic shifts.",full_run,True
evt_024,2024.11.04startup_a,include,2067,2059,2071,0.3931152529478889,middle,True,1.5822671693137729,0.2912067448177779,0.2118045173857411,0.3706089722498147,96.7304060434372,0.2803375988691166,5258.0,1887,2247,35,cognitive_perturbation,CP_generative,smm_strategy,conf_high,The facilitator introduces a reframing strategy for accessing fire-department officials by positioning the startup as already operational rather than prospective.,"The facilitator reveals a new strategic possibility: instead of presenting as a future project, the team should frame themselves as currently dealing with an EV charging issue at a real location, triggering a regulatory obligation to respond. This expands the team's conceptual space for accessing gatekeepers, making it CP_generative. The SMM dimension is smm_strategy because the team's plan for institutional access is fundamentally reoriented.",calibration,False
