meeting_id,turns_in_transcript,transcript_duration_seconds,speaker_ids_contiguous,min_speaker_id,max_speaker_id,empty_text_turns,empty_text_rate,one_word_turn_rate,median_tokens_per_turn,mean_tokens_per_turn,placeholder_turn_rate,unresolved_entity_turn_rate,person_placeholder_turn_rate,partner_placeholder_turn_rate,repeated_previous_turn_rate,max_gap_seconds,median_gap_seconds,review_flagged_count,review_flagged_rate,duration_seconds,n_turns,n_speakers,speaker_1_pct,speaker_2_pct,speaker_3_pct,speaker_4_pct,speaker_5_pct,validated_duration_seconds,no_gaps,no_null_speaker_id,speaker_id_match,duration_consistent,all_checks_pass,top_speaker_pct,turn_count_match,duration_match,validation_duration_match,severe_flags,caution_flags,quality_label,audit_rationale
2024.12.13startup_a,491,5205.0,True,1,3,0,0.0,0.1181262729124236,9.0,21.5030549898167,0.2219959266802444,0.1364562118126273,0.054989816700611,0.0692464358452138,0.0,83.0,6.0,86,0.175152749490835,5205,491,3,43.41144832885133,34.09527468305801,22.493276988090663,0.0,0.0,5205,True,True,True,True,True,43.41144832885133,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2024.12.16startup_b,662,5283.0,True,1,4,0,0.0,0.0740181268882175,9.0,18.451661631419935,0.1374622356495468,0.093655589123867,0.0166163141993957,0.0347432024169184,0.0,66.0,5.0,79,0.1193353474320241,5283,662,4,31.07494322482968,24.129447388342165,32.5889477668433,12.20666161998486,0.0,5283,True,True,True,True,True,32.5889477668433,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2024.12.23startup_a,439,5340.0,True,1,4,0,0.0,0.0797266514806378,11.0,23.056947608200456,0.2369020501138952,0.1731207289293849,0.0706150341685649,0.0113895216400911,0.0,91.0,7.0,99,0.2255125284738041,5340,439,4,15.689945703051864,30.967983523684705,34.244523497472386,19.09754727579105,0.0,5340,True,True,True,True,True,34.244523497472386,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2024.12.23startup_b,531,5511.0,True,1,4,0,0.0,0.1129943502824858,10.0,21.192090395480225,0.1864406779661017,0.1412429378531073,0.0433145009416195,0.0282485875706214,0.0018832391713747,70.0,6.0,91,0.1713747645951036,5511,531,4,41.9811320754717,24.11103047895501,14.38679245283019,19.521044992743107,0.0,5511,True,True,True,True,True,41.9811320754717,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.01.06startup_a,657,5684.0,True,1,3,0,0.0,0.0867579908675799,9.0,20.665144596651444,0.182648401826484,0.1476407914764079,0.0487062404870624,0.0197869101978691,0.0,77.0,5.0,129,0.1963470319634703,5684,657,3,20.66842568161829,40.87950747581355,38.452066842568165,0.0,0.0,5684,True,True,True,True,True,40.87950747581355,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.01.06startup_b,501,5846.0,True,1,3,0,0.0,0.0638722554890219,13.0,25.80239520958084,0.1976047904191616,0.1676646706586826,0.0119760479041916,0.0379241516966067,0.0059880239520958,195.0,6.0,107,0.2135728542914171,5846,501,3,42.945100051308366,12.194287668890029,44.86061227980161,0.0,0.0,5846,True,True,True,True,True,44.86061227980161,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.01.13startup_a,415,5418.0,True,1,4,0,0.0,0.1012048192771084,15.0,27.489156626506023,0.236144578313253,0.1614457831325301,0.0626506024096385,0.0385542168674698,0.0,87.0,7.0,88,0.2120481927710843,5418,415,4,46.81675585901458,26.33327182136925,20.686473519099465,6.163498800516701,0.0,5418,True,True,True,True,True,46.81675585901458,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.01.13startup_b,471,5654.0,True,1,4,0,0.0,0.0530785562632696,12.0,27.9447983014862,0.1953290870488322,0.1592356687898089,0.0233545647558386,0.0360934182590233,0.0,77.0,6.0,88,0.1868365180467091,5654,471,4,50.76923076923077,20.760389036251105,5.517241379310345,22.95313881520778,0.0,5654,True,True,True,True,True,50.76923076923077,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.02.10startup_b,481,5413.0,True,1,3,0,0.0,0.0665280665280665,12.0,21.692307692307693,0.185031185031185,0.158004158004158,0.027027027027027,0.0311850311850311,0.002079002079002,92.0,7.0,106,0.2203742203742204,5413,481,3,47.6727004063539,35.851496121167344,16.47580347247876,0.0,0.0,5413,True,True,True,True,True,47.6727004063539,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.02.24startup_a,391,5132.0,True,1,4,0,0.0,0.0588235294117647,14.0,25.035805626598467,0.2352941176470588,0.1815856777493606,0.0511508951406649,0.0306905370843989,0.0,83.0,7.0,96,0.2455242966751918,5132,391,4,23.82622248197935,52.05532826806935,19.871420222092343,4.247029027858952,0.0,5132,True,True,True,True,True,52.05532826806935,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.02.24startup_b,405,5124.0,True,1,4,0,0.0,0.0888888888888888,14.0,27.419753086419757,0.2222222222222222,0.1506172839506173,0.0246913580246913,0.0864197530864197,0.0,70.0,7.0,81,0.2,5124,405,4,12.48780487804878,24.13658536585366,57.36585365853659,6.009756097560976,0.0,5124,True,True,True,True,True,57.36585365853659,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.03.02startup_a,324,5258.0,True,1,4,0,0.0,0.0555555555555555,15.0,30.28395061728395,0.2839506172839506,0.1790123456790123,0.0895061728395061,0.0864197530864197,0.0,82.0,9.0,82,0.2530864197530864,5258,324,4,38.448374215630345,29.359193763072827,25.9364898269633,6.255942194333524,0.0,5258,True,True,True,True,True,38.448374215630345,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.03.17startup_a,386,5271.0,True,1,5,0,0.0,0.0544041450777202,15.0,29.367875647668395,0.2901554404145077,0.1813471502590673,0.0518134715025906,0.1269430051813471,0.0025906735751295,103.0,9.0,104,0.2694300518134715,5271,386,5,50.73975720789074,2.465857359635812,37.898330804248864,0.0569044006069802,8.839150227617603,5271,True,True,True,True,True,50.73975720789074,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.03.24startup_b,559,5274.0,True,1,5,0,0.0,0.0894454382826475,9.0,16.432915921288014,0.1538461538461538,0.1216457960644007,0.0089445438282647,0.0322003577817531,0.0017889087656529,81.0,5.0,83,0.148479427549195,5274,559,5,20.701421800947863,46.71090047393365,7.279620853080568,0.0379146919431279,25.270142180094787,5274,True,True,True,True,True,46.71090047393365,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.04.07startup_a,542,5932.0,True,1,4,0,0.0,0.092250922509225,12.0,24.52214022140221,0.2195571955719557,0.1346863468634686,0.0498154981549815,0.0756457564575645,0.0018450184501845,68.0,6.0,99,0.1826568265682656,5932,542,4,42.42373167031856,40.451710770268,0.0505646384628349,17.073992920950616,0.0,5932,True,True,True,True,True,42.42373167031856,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2025.04.14startup_b,417,5207.0,True,1,5,0,0.0,0.0671462829736211,15.0,29.81534772182254,0.2254196642685851,0.1606714628297362,0.0047961630695443,0.079136690647482,0.0,76.0,6.0,85,0.2038369304556355,5207,417,5,26.86251920122888,55.56835637480799,0.0384024577572964,5.203533026113671,12.327188940092164,5207,True,True,True,True,True,55.56835637480799,True,True,True,,,include,No structural or distributional flags detected in the audit criteria.
2024.10.14startup_b,858,6044.0,True,1,4,0,0.0,0.1025641025641025,7.0,14.808857808857807,0.0967365967365967,0.0606060606060606,0.0163170163170163,0.0244755244755244,0.0011655011655011,376.0,4.0,63,0.0734265734265734,6044,858,4,49.79321753515302,10.65343258891646,15.153019023986763,24.40033085194376,0.0,6044,True,True,True,True,True,49.79321753515302,True,True,True,,outlier_turn_count; large_within_meeting_gap,include_with_caution,"Caution flags: outlier_turn_count, large_within_meeting_gap"
2024.12.02startup_b,922,5420.0,True,1,4,0,0.0,0.1279826464208243,7.0,10.941431670281997,0.0824295010845987,0.0726681127982646,0.0075921908893709,0.0065075921908893,0.0010845986984815,77.0,4.0,73,0.079175704989154,5420,922,4,29.01678657074341,31.98671831765357,24.70023980815348,14.296255303449549,0.0,5420,True,True,True,True,True,31.98671831765357,True,True,True,,outlier_turn_count,include_with_caution,Caution flags: outlier_turn_count
2025.03.17startup_b,718,6353.0,True,1,5,0,0.0,0.075208913649025,11.0,20.79108635097493,0.1894150417827298,0.1448467966573816,0.0083565459610027,0.0543175487465181,0.0013927576601671,69.0,5.0,136,0.1894150417827298,6353,718,5,53.38369531004092,25.22820270695625,0.0314762354422411,2.6282656594271323,18.72836008813346,6353,True,True,True,True,True,53.38369531004092,True,True,True,,outlier_duration,include_with_caution,Caution flags: outlier_duration
2025.03.25startup_a,358,5114.0,True,1,5,0,0.0,0.0893854748603352,15.0,28.768156424581004,0.3184357541899441,0.2067039106145251,0.0642458100558659,0.1145251396648044,0.0,158.0,8.0,92,0.2569832402234637,5114,358,5,8.426197458455523,50.49853372434018,1.5249266862170088,0.0782013685239491,39.47214076246334,5114,True,True,True,True,True,50.49853372434018,True,True,True,,high_placeholder_rate,include_with_caution,Caution flags: high_placeholder_rate
2025.03.31startup_a,357,5127.0,True,1,5,0,0.0,0.0504201680672268,15.0,26.725490196078432,0.2773109243697479,0.1512605042016806,0.0700280112044818,0.1148459383753501,0.0056022408963585,309.0,9.0,76,0.2128851540616246,5127,357,5,43.6427457098284,40.971138845553824,0.0975039001560062,4.504680187207488,10.783931357254293,5127,True,True,True,True,True,43.6427457098284,True,True,True,,large_within_meeting_gap,include_with_caution,Caution flags: large_within_meeting_gap
2025.03.31startup_b,441,6325.0,True,1,5,0,0.0,0.0589569160997732,15.0,31.503401360544217,0.2607709750566893,0.1904761904761904,0.0226757369614512,0.0748299319727891,0.0022675736961451,100.0,8.0,109,0.2471655328798186,6325,441,5,55.81726209294973,26.493834966803668,2.2763199494151123,0.1106544419854568,15.301928548846032,6325,True,True,True,True,True,55.81726209294973,True,True,True,,outlier_duration,include_with_caution,Caution flags: outlier_duration
2025.04.07startup_b,767,6482.0,True,1,5,0,0.0,0.0964797913950456,9.0,17.466753585397655,0.18122555410691,0.121251629726206,0.0026075619295958,0.0847457627118644,0.0,65.0,5.0,106,0.1382007822685788,6482,767,5,43.17445627024526,15.79515656331945,0.0771247879068332,26.16072805799784,14.79253432053062,6482,True,True,True,True,True,43.17445627024526,True,True,True,,outlier_duration; outlier_turn_count,include_with_caution,"Caution flags: outlier_duration, outlier_turn_count"
2025.04.14startup_a,475,6224.0,True,1,4,0,0.0,0.1178947368421052,14.0,26.793684210526315,0.2863157894736842,0.1936842105263158,0.0357894736842105,0.1263157894736842,0.0042105263157894,278.0,7.0,127,0.2673684210526316,6224,475,4,55.967871485943775,17.012048192771083,0.1285140562248996,26.89156626506024,0.0,6224,True,True,True,True,True,55.967871485943775,True,True,True,,outlier_duration,include_with_caution,Caution flags: outlier_duration
