event_id,meeting_id,quality_label,peak_second,onset_second,offset_second,temporal_position,timing_bin,joint_corroborated,peak_entropy,combined_delta,z_delta_entropy,z_delta_pct_det,peak_pct_det,peak_rmse,meeting_duration_seconds,window_start_second,window_end_second,segment_n_turns,trigger_type,trigger_subtype,smm_dimension,confidence,content_summary,justification,classifier,diagnosis_group,cal_trigger_type,cal_trigger_subtype,cal_content_summary,cal_justification
evt_173,2025.04.14startup_a,include_with_caution,4686,4676,4696,0.7527710843373494,late,False,1.5749691486891673,0.0720150182042259,0.0225487279487343,0.1214813084597176,99.48321517041086,0.2931423820096693,6225.0,4506,4866,27,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Continuing elaboration of pitch or strategy,Elaboration.,full_run,fr_to_cp_flip,,,,
evt_025,2024.11.04startup_a,include,2254,2217,2290,0.4286801065043742,middle,False,1.9673799723810663,0.474856941265761,0.0374833862158586,0.9122304963156632,97.2017896413134,0.4613557437766082,5258.0,2074,2434,40,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Team discards macro-risk issues (policy incentives) as uncontrollable external variables,Environmental analysis applied to prune unactionable issues from backlog.,full_run,fr_to_cp_flip,,,,
evt_008,2024.10.25startup_a,include,2343,2340,2347,0.4456066945606695,middle,False,1.801263060910678,0.2883785289146148,0.2666820051595505,0.310075052669679,96.32104620248616,0.5371347711986251,5258.0,2163,2523,58,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Discussing sales patience with unresponsive contact; mentor advises multi-front approach,Customer acquisition strategy elaborated with sales persistence guidance.,full_run,fr_to_cp_flip,,,,
evt_090,2025.01.13startup_a,include,4364,4347,4382,0.8053146336962539,late,False,1.9158582303981528,0.1174317594366003,0.2112223521595517,0.0236411667136488,98.36391336027025,0.5519056228173372,,4184,4544,24,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Reviewing and closing issues; heavy vehicle EV market currently very small,Issue list management combined with market data insight.,full_run,fr_to_cp_flip,,,,
evt_077,2024.12.23startup_a,include,4171,4159,4179,0.780939898895338,late,False,1.919083984380127,0.326053117717838,0.3150458860127926,0.3370603494228836,98.45795518432254,0.4077777776895472,5341.0,3991,4351,34,functional_reorientation,FR_elaboration,smm_task,conf_medium,Need configurable AC charger per vehicle type; pricing at ~R$3.50/kWh confirmed,Technical charger requirement and pricing formalized as product requirements.,full_run,fr_to_cp_flip,,,,
evt_071,2024.12.16startup_b,include,4512,4495,4524,0.8538985616956851,late,False,1.9839020752860697,0.2714084873730646,0.1395452022012292,0.4032717725449001,97.24273369992144,0.4563567756492421,,4332,4692,44,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Target customer discussion: farm/business EV users; agricultural contact identified,Customer segmentation elaborated with B2B farm use case.,full_run,fr_to_cp_flip,,,,
evt_026,2024.11.04startup_a,include,2339,2337,2341,0.4448459490300494,middle,False,1.6491180744499614,0.127779665662052,0.2510661807956847,0.0044931505284194,98.46275335614637,0.2432790417788022,5258.0,2159,2519,40,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Discarding EV sales growth from issues list as uncontrollable external variable,Same logic applied to second macro variable; issue list cleanup continues.,full_run,fr_to_cp_flip,,,,
evt_023,2024.11.04startup_a,include,1969,1967,1972,0.3744769874476987,middle,False,1.5732230293875171,0.3835910143400695,0.4254137690048847,0.3417682596752542,97.29033768361911,0.2000432924582483,5258.0,1789,2149,29,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Mentor closes discussion positively; team transitions to next issue,Positive topic closure with procedural handoff.,full_run,fr_to_cp_flip,,,,
evt_064,2024.12.09startup_a,include,4187,4172,4225,0.776808905380334,late,False,1.9919185379284217,0.2955208215012453,0.487847071721269,0.1031945712812215,97.96539066596748,0.1745854661801264,5390.0,4007,4367,24,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Closing and linking issues; waiting for magazine feature before closing MVP issue,Procedural issue management.,full_run,fr_to_cp_flip,,,,
evt_130,2025.03.17startup_b,include_with_caution,4830,4826,4843,0.7601510859301227,late,False,1.8713911422135572,0.2189639978353791,0.0886635769516905,0.3492644187190677,95.59881827134308,0.5944541927985523,6354.0,4650,5010,56,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Reviewing action items and assigning tasks for the week,Procedural task assignment.,full_run,fr_to_cp_flip,,,,
evt_029,2024.11.04startup_b,include,795,784,802,0.1568047337278106,early,False,1.942656883962336,0.1150122134844897,0.1614478230381732,0.0685766039308062,98.27661431064573,0.28022667088363,5070.0,615,975,36,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Logistics for obtaining photos from Diplomata desmanche for catalog,Operational task follow-up; procedural status update.,full_run,fr_to_cp_flip,,,,
evt_158,2025.04.07startup_a,include,1719,1702,1744,0.2897353783920445,early,False,1.584576851106354,0.1359874589293023,0.1609498384625041,0.1110250793961006,96.53634216741013,0.3399329039800292,,1539,1899,47,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Elaborating partnership or customer strategy,Strategy elaborated.,full_run,fr_to_cp_flip,,,,
evt_047,2024.11.18startup_a,include,823,815,831,0.1530024168060977,early,False,1.554965937118681,0.2959363884109617,0.4618315530770622,0.1300412237448611,97.6027397260274,0.087551247255317,5379.0,643,1003,24,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Positive team sentiment about 99; transitioning to scorecard action items review,Social check-in followed by procedural shift to task list.,full_run,fr_to_cp_flip,,,,
evt_067,2024.12.16startup_b,include,977,974,978,0.184897804693414,early,False,1.8631390856781755,0.3354173444089423,0.4207713110852483,0.2500633777326363,97.56966716556197,0.2573322799009693,,797,1157,44,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Updated scorecards with new KPIs: contacts-to-transaction funnel metrics,Measurement framework elaborated with granular leading indicators.,full_run,fr_to_cp_flip,,,,
evt_073,2024.12.23startup_a,include,1723,1711,1750,0.3225987642763527,early,True,1.9098288311060592,0.4514361936798196,0.5341682045971108,0.3687041827625283,95.77948756256067,0.3303933103600048,5341.0,1543,1903,40,functional_reorientation,FR_procedural,smm_strategy,conf_medium,Reviewing completed market research tasks; TAM/SAM scope questions raised,Task status review with definitional clarification subthread.,full_run,fr_to_cp_flip,,,,
evt_143,2025.03.31startup_a,include_with_caution,1800,1798,1801,0.3510140405616224,middle,False,1.5905770993945068,0.5148144206271278,0.4779909807801071,0.5516378604741484,98.70198675496688,0.2748753984618594,5128.0,1620,1980,26,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Elaborating progress on ongoing customer or product track,Track elaborated.,full_run,fr_to_cp_flip,,,,
evt_014,2024.10.28startup_b,include,736,713,749,0.1357432681667281,early,False,1.923537757401148,0.2748382982476344,0.1055557079659115,0.4441208885293574,98.3810523159946,0.4631638169273239,5422.0,556,916,36,functional_reorientation,FR_elaboration,smm_strategy,conf_medium,Market insights from auto-electric training course; team reviews KTH scorecard,Market intelligence shared; scorecard reviewed procedurally.,full_run,fr_to_cp_flip,,,,
